日期	区县	诊断	来源口径	计数
2022-04-27	崇明	确诊	闭环	21
2022-04-27	崇明	确诊	社会面	0
2022-04-27	崇明	确诊	转诊	5
2022-04-27	崇明	无症状	闭环	173
2022-04-27	崇明	无症状	社会面	0
2022-04-28	浦东	确诊	闭环	95
2022-04-28	浦东	确诊	社会面	5
2022-04-28	浦东	确诊	转诊	1356
2022-04-28	浦东	无症状	闭环	1950
2022-04-28	浦东	无症状	社会面	66
2022-04-28	黄浦	确诊	闭环	26
2022-04-28	黄浦	确诊	社会面	0
2022-04-28	黄浦	确诊	转诊	1344
2022-04-28	黄浦	无症状	闭环	1286
2022-04-28	黄浦	无症状	社会面	0
2022-04-28	静安	确诊	闭环	32
2022-04-28	静安	确诊	社会面	1
2022-04-28	静安	确诊	转诊	316
2022-04-28	静安	无症状	闭环	1008
2022-04-28	静安	无症状	社会面	7
2022-04-28	徐汇	确诊	闭环	43
2022-04-28	徐汇	确诊	社会面	0
2022-04-28	徐汇	确诊	转诊	484
2022-04-28	徐汇	无症状	闭环	1053
2022-04-28	徐汇	无症状	社会面	0
2022-04-28	长宁	确诊	闭环	16
2022-04-28	长宁	确诊	社会面	0
2022-04-28	长宁	确诊	转诊	247
2022-04-28	长宁	无症状	闭环	384
2022-04-28	长宁	无症状	社会面	0
2022-04-28	普陀	确诊	闭环	18
2022-04-28	普陀	确诊	社会面	0
2022-04-28	普陀	确诊	转诊	78
2022-04-28	普陀	无症状	闭环	138
2022-04-28	普陀	无症状	社会面	1
2022-04-28	虹口	确诊	闭环	67
2022-04-28	虹口	确诊	社会面	0
2022-04-28	虹口	确诊	转诊	402
2022-04-28	虹口	无症状	闭环	905
2022-04-28	虹口	无症状	社会面	0
2022-04-28	杨浦	确诊	闭环	13
2022-04-28	杨浦	确诊	社会面	0
2022-04-28	杨浦	确诊	转诊	62
2022-04-28	杨浦	无症状	闭环	733
2022-04-28	杨浦	无症状	社会面	0
2022-04-28	宝山	确诊	闭环	16
2022-04-28	宝山	确诊	社会面	0
2022-04-28	宝山	确诊	转诊	261
2022-04-28	宝山	无症状	闭环	945
2022-04-28	宝山	无症状	社会面	21
2022-04-28	闵行	确诊	闭环	21
2022-04-28	闵行	确诊	社会面	0
2022-04-28	闵行	确诊	转诊	49
2022-04-28	闵行	无症状	闭环	351
2022-04-28	闵行	无症状	社会面	1
2022-04-28	嘉定	确诊	闭环	42
2022-04-28	嘉定	确诊	社会面	0
2022-04-28	嘉定	确诊	转诊	90
2022-04-28	嘉定	无症状	闭环	356
2022-04-28	嘉定	无症状	社会面	0
2022-04-28	金山	确诊	闭环	1
2022-04-28	金山	确诊	社会面	0
2022-04-28	金山	确诊	转诊	7
2022-04-28	金山	无症状	闭环	20
2022-04-28	金山	无症状	社会面	0
2022-04-28	松江	确诊	闭环	20
2022-04-28	松江	确诊	社会面	1
2022-04-28	松江	确诊	转诊	231
2022-04-28	松江	无症状	闭环	145
2022-04-28	松江	无症状	社会面	5
2022-04-28	青浦	确诊	闭环	5
2022-04-28	青浦	确诊	社会面	0
2022-04-28	青浦	确诊	转诊	132
2022-04-28	青浦	无症状	闭环	132
2022-04-28	青浦	无症状	社会面	0
2022-04-28	奉贤	确诊	闭环	1
2022-04-28	奉贤	确诊	社会面	0
2022-04-28	奉贤	确诊	转诊	2
2022-04-28	奉贤	无症状	闭环	3
2022-04-28	奉贤	无症状	社会面	0
2022-04-28	崇明	确诊	闭环	2
2022-04-28	崇明	确诊	社会面	0
2022-04-28	崇明	确诊	转诊	1
2022-04-28	崇明	无症状	闭环	35
2022-04-28	崇明	无症状	社会面	0
2022-04-29	浦东	确诊	闭环	42
2022-04-29	浦东	确诊	社会面	0
2022-04-29	浦东	确诊	转诊	89
2022-04-29	浦东	无症状	闭环	1897
2022-04-29	浦东	无症状	社会面	0
2022-04-29	黄浦	确诊	闭环	8
2022-04-29	黄浦	确诊	社会面	0
2022-04-29	黄浦	确诊	转诊	242
2022-04-29	黄浦	无症状	闭环	1149
2022-04-29	黄浦	无症状	社会面	0
2022-04-29	静安	确诊	闭环	34
2022-04-29	静安	确诊	社会面	0
2022-04-29	静安	确诊	转诊	90
2022-04-29	静安	无症状	闭环	1143
2022-04-29	静安	无症状	社会面	0
2022-04-29	徐汇	确诊	闭环	50
2022-04-29	徐汇	确诊	社会面	0
2022-04-29	徐汇	确诊	转诊	164
2022-04-29	徐汇	无症状	闭环	388
2022-04-29	徐汇	无症状	社会面	0
2022-04-29	长宁	确诊	闭环	4
2022-04-29	长宁	确诊	社会面	0
2022-04-29	长宁	确诊	转诊	54
2022-04-29	长宁	无症状	闭环	319
2022-04-29	长宁	无症状	社会面	0
2022-04-29	普陀	确诊	闭环	32
2022-04-29	普陀	确诊	社会面	0
2022-04-29	普陀	确诊	转诊	23
2022-04-29	普陀	无症状	闭环	86
2022-04-29	普陀	无症状	社会面	0
2022-04-29	虹口	确诊	闭环	15
2022-04-29	虹口	确诊	社会面	0
2022-04-29	虹口	确诊	转诊	7
2022-04-29	虹口	无症状	闭环	993
2022-04-29	虹口	无症状	社会面	0
2022-04-29	杨浦	确诊	闭环	11
2022-04-29	杨浦	确诊	社会面	0
2022-04-29	杨浦	确诊	转诊	16
2022-04-29	杨浦	无症状	闭环	740
2022-04-29	杨浦	无症状	社会面	0
2022-04-29	宝山	确诊	闭环	26
2022-04-29	宝山	确诊	社会面	0
2022-04-29	宝山	确诊	转诊	104
2022-04-29	宝山	无症状	闭环	1067
2022-04-29	宝山	无症状	社会面	0
2022-04-29	闵行	确诊	闭环	8
2022-04-29	闵行	确诊	社会面	0
2022-04-29	闵行	确诊	转诊	136
2022-04-29	闵行	无症状	闭环	372
2022-04-29	闵行	无症状	社会面	0
2022-04-29	嘉定	确诊	闭环	9
2022-04-29	嘉定	确诊	社会面	0
2022-04-29	嘉定	确诊	转诊	13
2022-04-29	嘉定	无症状	闭环	246
2022-04-29	嘉定	无症状	社会面	0
2022-04-29	金山	确诊	闭环	0
2022-04-29	金山	确诊	社会面	0
2022-04-29	金山	确诊	转诊	1
2022-04-29	金山	无症状	闭环	18
2022-04-29	金山	无症状	社会面	0
2022-04-29	松江	确诊	闭环	14
2022-04-29	松江	确诊	社会面	0
2022-04-29	松江	确诊	转诊	10
2022-04-29	松江	无症状	闭环	110
2022-04-29	松江	无症状	社会面	0
2022-04-29	青浦	确诊	闭环	11
2022-04-29	青浦	确诊	社会面	0
2022-04-29	青浦	确诊	转诊	35
2022-04-29	青浦	无症状	闭环	110
2022-04-29	青浦	无症状	社会面	0
2022-04-29	奉贤	确诊	闭环	0
2022-04-29	奉贤	确诊	社会面	0
2022-04-29	奉贤	确诊	转诊	1
2022-04-29	奉贤	无症状	闭环	25
2022-04-29	奉贤	无症状	社会面	0
2022-04-29	崇明	确诊	闭环	0
2022-04-29	崇明	确诊	社会面	0
2022-04-29	崇明	确诊	转诊	0
2022-04-29	崇明	无症状	闭环	269
2022-04-29	崇明	无症状	社会面	0
2022-04-30	浦东	确诊	闭环	15
2022-04-30	浦东	确诊	社会面	0
2022-04-30	浦东	确诊	转诊	22
2022-04-30	浦东	无症状	闭环	1588
2022-04-30	浦东	无症状	社会面	0
2022-04-30	黄浦	确诊	闭环	1
2022-04-30	黄浦	确诊	社会面	0
2022-04-30	黄浦	确诊	转诊	109
2022-04-30	黄浦	无症状	闭环	1046
2022-04-30	黄浦	无症状	社会面	0
2022-04-30	静安	确诊	闭环	17
2022-04-30	静安	确诊	社会面	0
2022-04-30	静安	确诊	转诊	93
2022-04-30	静安	无症状	闭环	886
2022-04-30	静安	无症状	社会面	0
2022-04-30	徐汇	确诊	闭环	10
2022-04-30	徐汇	确诊	社会面	0
2022-04-30	徐汇	确诊	转诊	126
2022-04-30	徐汇	无症状	闭环	352
2022-04-30	徐汇	无症状	社会面	0
2022-04-30	长宁	确诊	闭环	1
2022-04-30	长宁	确诊	社会面	0
2022-04-30	长宁	确诊	转诊	39
2022-04-30	长宁	无症状	闭环	141
2022-04-30	长宁	无症状	社会面	0
2022-04-30	普陀	确诊	闭环	5
2022-04-30	普陀	确诊	社会面	0
2022-04-30	普陀	确诊	转诊	22
2022-04-30	普陀	无症状	闭环	87
2022-04-30	普陀	无症状	社会面	0
2022-04-30	虹口	确诊	闭环	11
2022-04-30	虹口	确诊	社会面	0
2022-04-30	虹口	确诊	转诊	36
2022-04-30	虹口	无症状	闭环	544
2022-04-30	虹口	无症状	社会面	0
2022-04-30	杨浦	确诊	闭环	2
2022-04-30	杨浦	确诊	社会面	0
2022-04-30	杨浦	确诊	转诊	20
2022-04-30	杨浦	无症状	闭环	320
2022-04-30	杨浦	无症状	社会面	0
2022-04-30	宝山	确诊	闭环	24
2022-04-30	宝山	确诊	社会面	0
2022-04-30	宝山	确诊	转诊	88
2022-04-30	宝山	无症状	闭环	1021
2022-04-30	宝山	无症状	社会面	0
2022-04-30	闵行	确诊	闭环	3
2022-04-30	闵行	确诊	社会面	0
2022-04-30	闵行	确诊	转诊	50
2022-04-30	闵行	无症状	闭环	378
2022-04-30	闵行	无症状	社会面	0
2022-04-30	嘉定	确诊	闭环	3
2022-04-30	嘉定	确诊	社会面	0
2022-04-30	嘉定	确诊	转诊	38
2022-04-30	嘉定	无症状	闭环	218
2022-04-30	嘉定	无症状	社会面	0
2022-04-30	金山	确诊	闭环	0
2022-04-30	金山	确诊	社会面	0
2022-04-30	金山	确诊	转诊	0
2022-04-30	金山	无症状	闭环	11
2022-04-30	金山	无症状	社会面	0
2022-04-30	松江	确诊	闭环	10
2022-04-30	松江	确诊	社会面	0
2022-04-30	松江	确诊	转诊	19
2022-04-30	松江	无症状	闭环	76
2022-04-30	松江	无症状	社会面	0
2022-04-30	青浦	确诊	闭环	2
2022-04-30	青浦	确诊	社会面	0
2022-04-30	青浦	确诊	转诊	19
2022-04-30	青浦	无症状	闭环	107
2022-04-30	青浦	无症状	社会面	0
2022-04-30	奉贤	确诊	闭环	1
2022-04-30	奉贤	确诊	社会面	0
2022-04-30	奉贤	确诊	转诊	1
2022-04-30	奉贤	无症状	闭环	2
2022-04-30	奉贤	无症状	社会面	0
2022-04-30	崇明	确诊	闭环	0
2022-04-30	崇明	确诊	社会面	0
2022-04-30	崇明	确诊	转诊	1
2022-04-30	崇明	无症状	闭环	307
2022-04-30	崇明	无症状	社会面	0
2022-05-01	浦东	确诊	闭环	18
2022-05-01	浦东	确诊	社会面	0
2022-05-01	浦东	确诊	转诊	114
2022-05-01	浦东	无症状	闭环	1510
2022-05-01	浦东	无症状	社会面	10
2022-05-01	黄浦	确诊	闭环	3
2022-05-01	黄浦	确诊	社会面	0
2022-05-01	黄浦	确诊	转诊	125
2022-05-01	黄浦	无症状	闭环	976
2022-05-01	黄浦	无症状	社会面	8
2022-05-01	静安	确诊	闭环	34
2022-05-01	静安	确诊	社会面	0
2022-05-01	静安	确诊	转诊	36
2022-05-01	静安	无症状	闭环	632
2022-05-01	静安	无症状	社会面	0
2022-05-01	徐汇	确诊	闭环	35
2022-05-01	徐汇	确诊	社会面	0
2022-05-01	徐汇	确诊	转诊	36
2022-05-01	徐汇	无症状	闭环	368
2022-05-01	徐汇	无症状	社会面	3
2022-05-01	长宁	确诊	闭环	0
2022-05-01	长宁	确诊	社会面	0
2022-05-01	长宁	确诊	转诊	33
2022-05-01	长宁	无症状	闭环	210
2022-05-01	长宁	无症状	社会面	0
2022-05-01	普陀	确诊	闭环	5
2022-05-01	普陀	确诊	社会面	0
2022-05-01	普陀	确诊	转诊	7
2022-05-01	普陀	无症状	闭环	83
2022-05-01	普陀	无症状	社会面	0
2022-05-01	虹口	确诊	闭环	58
2022-05-01	虹口	确诊	社会面	0
2022-05-01	虹口	确诊	转诊	11
2022-05-01	虹口	无症状	闭环	579
2022-05-01	虹口	无症状	社会面	21
2022-05-01	杨浦	确诊	闭环	7
2022-05-01	杨浦	确诊	社会面	0
2022-05-01	杨浦	确诊	转诊	28
2022-05-01	杨浦	无症状	闭环	432
2022-05-01	杨浦	无症状	社会面	0
2022-05-01	宝山	确诊	闭环	21
2022-05-01	宝山	确诊	社会面	0
2022-05-01	宝山	确诊	转诊	73
2022-05-01	宝山	无症状	闭环	878
2022-05-01	宝山	无症状	社会面	11
2022-05-01	闵行	确诊	闭环	5
2022-05-01	闵行	确诊	社会面	0
2022-05-01	闵行	确诊	转诊	24
2022-05-01	闵行	无症状	闭环	357
2022-05-01	闵行	无症状	社会面	0
2022-05-01	嘉定	确诊	闭环	0
2022-05-01	嘉定	确诊	社会面	0
2022-05-01	嘉定	确诊	转诊	14
2022-05-01	嘉定	无症状	闭环	254
2022-05-01	嘉定	无症状	社会面	0
2022-05-01	金山	确诊	闭环	0
2022-05-01	金山	确诊	社会面	0
2022-05-01	金山	确诊	转诊	2
2022-05-01	金山	无症状	闭环	12
2022-05-01	金山	无症状	社会面	0
2022-05-01	松江	确诊	闭环	8
2022-05-01	松江	确诊	社会面	0
2022-05-01	松江	确诊	转诊	4
2022-05-01	松江	无症状	闭环	80
2022-05-01	松江	无症状	社会面	4
2022-05-01	青浦	确诊	闭环	3
2022-05-01	青浦	确诊	社会面	0
2022-05-01	青浦	确诊	转诊	21
2022-05-01	青浦	无症状	闭环	90
2022-05-01	青浦	无症状	社会面	1
2022-05-01	奉贤	确诊	闭环	0
2022-05-01	奉贤	确诊	社会面	0
2022-05-01	奉贤	确诊	转诊	1
2022-05-01	奉贤	无症状	闭环	12
2022-05-01	奉贤	无症状	社会面	0
2022-05-01	崇明	确诊	闭环	1
2022-05-01	崇明	确诊	社会面	0
2022-05-01	崇明	确诊	转诊	0
2022-05-01	崇明	无症状	闭环	75
2022-05-01	崇明	无症状	社会面	0
2022-05-02	浦东	确诊	闭环	24
2022-05-02	浦东	确诊	社会面	0
2022-05-02	浦东	确诊	转诊	14
2022-05-02	浦东	无症状	闭环	1122
2022-05-02	浦东	无症状	社会面	2
2022-05-02	黄浦	确诊	闭环	3
2022-05-02	黄浦	确诊	社会面	0
2022-05-02	黄浦	确诊	转诊	14
2022-05-02	黄浦	无症状	闭环	914
2022-05-02	黄浦	无症状	社会面	43
2022-05-02	静安	确诊	闭环	5
2022-05-02	静安	确诊	社会面	0
2022-05-02	静安	确诊	转诊	15
2022-05-02	静安	无症状	闭环	594
2022-05-02	静安	无症状	社会面	2
2022-05-02	徐汇	确诊	闭环	0
2022-05-02	徐汇	确诊	社会面	0
2022-05-02	徐汇	确诊	转诊	24
2022-05-02	徐汇	无症状	闭环	376
2022-05-02	徐汇	无症状	社会面	3
2022-05-02	长宁	确诊	闭环	0
2022-05-02	长宁	确诊	社会面	0
2022-05-02	长宁	确诊	转诊	4
2022-05-02	长宁	无症状	闭环	141
2022-05-02	长宁	无症状	社会面	6
2022-05-02	普陀	确诊	闭环	1
2022-05-02	普陀	确诊	社会面	0
2022-05-02	普陀	确诊	转诊	0
2022-05-02	普陀	无症状	闭环	78
2022-05-02	普陀	无症状	社会面	0
2022-05-02	虹口	确诊	闭环	5
2022-05-02	虹口	确诊	社会面	0
2022-05-02	虹口	确诊	转诊	13
2022-05-02	虹口	无症状	闭环	348
2022-05-02	虹口	无症状	社会面	0
2022-05-02	杨浦	确诊	闭环	5
2022-05-02	杨浦	确诊	社会面	0
2022-05-02	杨浦	确诊	转诊	29
2022-05-02	杨浦	无症状	闭环	354
2022-05-02	杨浦	无症状	社会面	0
2022-05-02	宝山	确诊	闭环	17
2022-05-02	宝山	确诊	社会面	2
2022-05-02	宝山	确诊	转诊	14
2022-05-02	宝山	无症状	闭环	591
2022-05-02	宝山	无症状	社会面	12
2022-05-02	闵行	确诊	闭环	7
2022-05-02	闵行	确诊	社会面	0
2022-05-02	闵行	确诊	转诊	21
2022-05-02	闵行	无症状	闭环	259
2022-05-02	闵行	无症状	社会面	0
2022-05-02	嘉定	确诊	闭环	1
2022-05-02	嘉定	确诊	社会面	0
2022-05-02	嘉定	确诊	转诊	3
2022-05-02	嘉定	无症状	闭环	275
2022-05-02	嘉定	无症状	社会面	0
2022-05-02	金山	确诊	闭环	0
2022-05-02	金山	确诊	社会面	0
2022-05-02	金山	确诊	转诊	0
2022-05-02	金山	无症状	闭环	7
2022-05-02	金山	无症状	社会面	0
2022-05-02	松江	确诊	闭环	28
2022-05-02	松江	确诊	社会面	0
2022-05-02	松江	确诊	转诊	1
2022-05-02	松江	无症状	闭环	39
2022-05-02	松江	无症状	社会面	0
2022-05-02	青浦	确诊	闭环	7
2022-05-02	青浦	确诊	社会面	0
2022-05-02	青浦	确诊	转诊	3
2022-05-02	青浦	无症状	闭环	84
2022-05-02	青浦	无症状	社会面	0
2022-05-02	奉贤	确诊	闭环	0
2022-05-02	奉贤	确诊	社会面	0
2022-05-02	奉贤	确诊	转诊	0
2022-05-02	奉贤	无症状	闭环	8
2022-05-02	奉贤	无症状	社会面	2
2022-05-02	崇明	确诊	闭环	0
2022-05-02	崇明	确诊	社会面	0
2022-05-02	崇明	确诊	转诊	0
2022-05-02	崇明	无症状	闭环	134
2022-05-02	崇明	无症状	社会面	1
2022-05-03	浦东	确诊	闭环	33
2022-05-03	浦东	确诊	社会面	0
2022-05-03	浦东	确诊	转诊	16
2022-05-03	浦东	无症状	闭环	833
2022-05-03	浦东	无症状	社会面	1
2022-05-03	黄浦	确诊	闭环	1
2022-05-03	黄浦	确诊	社会面	0
2022-05-03	黄浦	确诊	转诊	26
2022-05-03	黄浦	无症状	闭环	877
2022-05-03	黄浦	无症状	社会面	35
2022-05-03	静安	确诊	闭环	9
2022-05-03	静安	确诊	社会面	0
2022-05-03	静安	确诊	转诊	8
2022-05-03	静安	无症状	闭环	548
2022-05-03	静安	无症状	社会面	0
2022-05-03	徐汇	确诊	闭环	5
2022-05-03	徐汇	确诊	社会面	0
2022-05-03	徐汇	确诊	转诊	21
2022-05-03	徐汇	无症状	闭环	335
2022-05-03	徐汇	无症状	社会面	2
2022-05-03	长宁	确诊	闭环	2
2022-05-03	长宁	确诊	社会面	0
2022-05-03	长宁	确诊	转诊	4
2022-05-03	长宁	无症状	闭环	92
2022-05-03	长宁	无症状	社会面	4
2022-05-03	普陀	确诊	闭环	3
2022-05-03	普陀	确诊	社会面	0
2022-05-03	普陀	确诊	转诊	5
2022-05-03	普陀	无症状	闭环	54
2022-05-03	普陀	无症状	社会面	0
2022-05-03	虹口	确诊	闭环	3
2022-05-03	虹口	确诊	社会面	0
2022-05-03	虹口	确诊	转诊	8
2022-05-03	虹口	无症状	闭环	345
2022-05-03	虹口	无症状	社会面	2
2022-05-03	杨浦	确诊	闭环	6
2022-05-03	杨浦	确诊	社会面	0
2022-05-03	杨浦	确诊	转诊	21
2022-05-03	杨浦	无症状	闭环	388
2022-05-03	杨浦	无症状	社会面	6
2022-05-03	宝山	确诊	闭环	16
2022-05-03	宝山	确诊	社会面	0
2022-05-03	宝山	确诊	转诊	18
2022-05-03	宝山	无症状	闭环	580
2022-05-03	宝山	无症状	社会面	6
2022-05-03	闵行	确诊	闭环	3
2022-05-03	闵行	确诊	社会面	0
2022-05-03	闵行	确诊	转诊	12
2022-05-03	闵行	无症状	闭环	237
2022-05-03	闵行	无症状	社会面	0
2022-05-03	嘉定	确诊	闭环	0
2022-05-03	嘉定	确诊	社会面	0
2022-05-03	嘉定	确诊	转诊	4
2022-05-03	嘉定	无症状	闭环	170
2022-05-03	嘉定	无症状	社会面	1
2022-05-03	金山	确诊	闭环	0
2022-05-03	金山	确诊	社会面	0
2022-05-03	金山	确诊	转诊	0
2022-05-03	金山	无症状	闭环	4
2022-05-03	金山	无症状	社会面	0
2022-05-03	松江	确诊	闭环	27
2022-05-03	松江	确诊	社会面	1
2022-05-03	松江	确诊	转诊	6
2022-05-03	松江	无症状	闭环	53
2022-05-03	松江	无症状	社会面	3
2022-05-03	青浦	确诊	闭环	0
2022-05-03	青浦	确诊	社会面	0
2022-05-03	青浦	确诊	转诊	2
2022-05-03	青浦	无症状	闭环	41
2022-05-03	青浦	无症状	社会面	0
2022-05-03	奉贤	确诊	闭环	0
2022-05-03	奉贤	确诊	社会面	0
2022-05-03	奉贤	确诊	转诊	0
2022-05-03	奉贤	无症状	闭环	5
2022-05-03	奉贤	无症状	社会面	1
2022-05-03	崇明	确诊	闭环	0
2022-05-03	崇明	确诊	社会面	0
2022-05-03	崇明	确诊	转诊	0
2022-05-03	崇明	无症状	闭环	98
2022-05-03	崇明	无症状	社会面	1
2022-05-04	浦东	确诊	闭环	23
2022-05-04	浦东	确诊	社会面	0
2022-05-04	浦东	确诊	转诊	27
2022-05-04	浦东	无症状	闭环	837
2022-05-04	浦东	无症状	社会面	2
2022-05-04	黄浦	确诊	闭环	3
2022-05-04	黄浦	确诊	社会面	0
2022-05-04	黄浦	确诊	转诊	18
2022-05-04	黄浦	无症状	闭环	742
2022-05-04	黄浦	无症状	社会面	12
2022-05-04	静安	确诊	闭环	9
2022-05-04	静安	确诊	社会面	0
2022-05-04	静安	确诊	转诊	11
2022-05-04	静安	无症状	闭环	524
2022-05-04	静安	无症状	社会面	1
2022-05-04	徐汇	确诊	闭环	5
2022-05-04	徐汇	确诊	社会面	0
2022-05-04	徐汇	确诊	转诊	8
2022-05-04	徐汇	无症状	闭环	315
2022-05-04	徐汇	无症状	社会面	2
2022-05-04	长宁	确诊	闭环	0
2022-05-04	长宁	确诊	社会面	0
2022-05-04	长宁	确诊	转诊	5
2022-05-04	长宁	无症状	闭环	110
2022-05-04	长宁	无症状	社会面	6
2022-05-04	普陀	确诊	闭环	2
2022-05-04	普陀	确诊	社会面	0
2022-05-04	普陀	确诊	转诊	1
2022-05-04	普陀	无症状	闭环	88
2022-05-04	普陀	无症状	社会面	0
2022-05-04	虹口	确诊	闭环	11
2022-05-04	虹口	确诊	社会面	0
2022-05-04	虹口	确诊	转诊	5
2022-05-04	虹口	无症状	闭环	307
2022-05-04	虹口	无症状	社会面	3
2022-05-04	杨浦	确诊	闭环	4
2022-05-04	杨浦	确诊	社会面	0
2022-05-04	杨浦	确诊	转诊	20
2022-05-04	杨浦	无症状	闭环	369
2022-05-04	杨浦	无症状	社会面	0
2022-05-04	宝山	确诊	闭环	5
2022-05-04	宝山	确诊	社会面	0
2022-05-04	宝山	确诊	转诊	14
2022-05-04	宝山	无症状	闭环	436
2022-05-04	宝山	无症状	社会面	4
2022-05-04	闵行	确诊	闭环	3
2022-05-04	闵行	确诊	社会面	0
2022-05-04	闵行	确诊	转诊	22
2022-05-04	闵行	无症状	闭环	260
2022-05-04	闵行	无症状	社会面	0
2022-05-04	嘉定	确诊	闭环	0
2022-05-04	嘉定	确诊	社会面	0
2022-05-04	嘉定	确诊	转诊	4
2022-05-04	嘉定	无症状	闭环	210
2022-05-04	嘉定	无症状	社会面	1
2022-05-04	金山	确诊	闭环	0
2022-05-04	金山	确诊	社会面	0
2022-05-04	金山	确诊	转诊	1
2022-05-04	金山	无症状	闭环	2
2022-05-04	金山	无症状	社会面	0
2022-05-04	松江	确诊	闭环	10
2022-05-04	松江	确诊	社会面	1
2022-05-04	松江	确诊	转诊	44
2022-05-04	松江	无症状	闭环	35
2022-05-04	松江	无症状	社会面	2
2022-05-04	青浦	确诊	闭环	0
2022-05-04	青浦	确诊	社会面	0
2022-05-04	青浦	确诊	转诊	4
2022-05-04	青浦	无症状	闭环	66
2022-05-04	青浦	无症状	社会面	0
2022-05-04	奉贤	确诊	闭环	0
2022-05-04	奉贤	确诊	社会面	0
2022-05-04	奉贤	确诊	转诊	0
2022-05-04	奉贤	无症状	闭环	1
2022-05-04	奉贤	无症状	社会面	0
2022-05-04	崇明	确诊	闭环	0
2022-05-04	崇明	确诊	社会面	0
2022-05-04	崇明	确诊	转诊	1
2022-05-04	崇明	无症状	闭环	55
2022-05-04	崇明	无症状	社会面	0
2022-05-05	浦东	确诊	闭环	17
2022-05-05	浦东	确诊	社会面	0
2022-05-05	浦东	确诊	转诊	11
2022-05-05	浦东	无症状	闭环	645
2022-05-05	浦东	无症状	社会面	4
2022-05-05	黄浦	确诊	闭环	3
2022-05-05	黄浦	确诊	社会面	0
2022-05-05	黄浦	确诊	转诊	32
2022-05-05	黄浦	无症状	闭环	733
2022-05-05	黄浦	无症状	社会面	4
2022-05-05	静安	确诊	闭环	8
2022-05-05	静安	确诊	社会面	0
2022-05-05	静安	确诊	转诊	22
2022-05-05	静安	无症状	闭环	483
2022-05-05	静安	无症状	社会面	2
2022-05-05	徐汇	确诊	闭环	2
2022-05-05	徐汇	确诊	社会面	0
2022-05-05	徐汇	确诊	转诊	7
2022-05-05	徐汇	无症状	闭环	313
2022-05-05	徐汇	无症状	社会面	1
2022-05-05	长宁	确诊	闭环	0
2022-05-05	长宁	确诊	社会面	0
2022-05-05	长宁	确诊	转诊	1
2022-05-05	长宁	无症状	闭环	84
2022-05-05	长宁	无症状	社会面	2
2022-05-05	普陀	确诊	闭环	0
2022-05-05	普陀	确诊	社会面	0
2022-05-05	普陀	确诊	转诊	1
2022-05-05	普陀	无症状	闭环	78
2022-05-05	普陀	无症状	社会面	0
2022-05-05	虹口	确诊	闭环	12
2022-05-05	虹口	确诊	社会面	0
2022-05-05	虹口	确诊	转诊	3
2022-05-05	虹口	无症状	闭环	251
2022-05-05	虹口	无症状	社会面	1
2022-05-05	杨浦	确诊	闭环	3
2022-05-05	杨浦	确诊	社会面	0
2022-05-05	杨浦	确诊	转诊	44
2022-05-05	杨浦	无症状	闭环	362
2022-05-05	杨浦	无症状	社会面	2
2022-05-05	宝山	确诊	闭环	8
2022-05-05	宝山	确诊	社会面	0
2022-05-05	宝山	确诊	转诊	11
2022-05-05	宝山	无症状	闭环	479
2022-05-05	宝山	无症状	社会面	2
2022-05-05	闵行	确诊	闭环	2
2022-05-05	闵行	确诊	社会面	0
2022-05-05	闵行	确诊	转诊	7
2022-05-05	闵行	无症状	闭环	226
2022-05-05	闵行	无症状	社会面	0
2022-05-05	嘉定	确诊	闭环	3
2022-05-05	嘉定	确诊	社会面	0
2022-05-05	嘉定	确诊	转诊	6
2022-05-05	嘉定	无症状	闭环	192
2022-05-05	嘉定	无症状	社会面	0
2022-05-05	金山	确诊	闭环	0
2022-05-05	金山	确诊	社会面	0
2022-05-05	金山	确诊	转诊	1
2022-05-05	金山	无症状	闭环	1
2022-05-05	金山	无症状	社会面	0
2022-05-05	松江	确诊	闭环	5
2022-05-05	松江	确诊	社会面	0
2022-05-05	松江	确诊	转诊	33
2022-05-05	松江	无症状	闭环	41
2022-05-05	松江	无症状	社会面	4
2022-05-05	青浦	确诊	闭环	0
2022-05-05	青浦	确诊	社会面	0
2022-05-05	青浦	确诊	转诊	0
2022-05-05	青浦	无症状	闭环	56
2022-05-05	青浦	无症状	社会面	0
2022-05-05	奉贤	确诊	闭环	0
2022-05-05	奉贤	确诊	社会面	0
2022-05-05	奉贤	确诊	转诊	0
2022-05-05	奉贤	无症状	闭环	10
2022-05-05	奉贤	无症状	社会面	1
2022-05-05	崇明	确诊	闭环	1
2022-05-05	崇明	确诊	社会面	0
2022-05-05	崇明	确诊	转诊	2
2022-05-05	崇明	无症状	闭环	47
2022-05-05	崇明	无症状	社会面	0
2022-05-06	浦东	确诊	闭环	19
2022-05-06	浦东	确诊	社会面	0
2022-05-06	浦东	确诊	转诊	14
2022-05-06	浦东	无症状	闭环	544
2022-05-06	浦东	无症状	社会面	7
2022-05-06	黄浦	确诊	闭环	16
2022-05-06	黄浦	确诊	社会面	0
2022-05-06	黄浦	确诊	转诊	44
2022-05-06	黄浦	无症状	闭环	566
2022-05-06	黄浦	无症状	社会面	1
2022-05-06	静安	确诊	闭环	1
2022-05-06	静安	确诊	社会面	0
2022-05-06	静安	确诊	转诊	15
2022-05-06	静安	无症状	闭环	468
2022-05-06	静安	无症状	社会面	0
2022-05-06	徐汇	确诊	闭环	7
