日期	区县	诊断	来源口径	计数
2022-04-11	杨浦	确诊	社会面	12
2022-04-11	杨浦	确诊	转诊	18
2022-04-11	杨浦	无症状	闭环	1382
2022-04-11	杨浦	无症状	社会面	8
2022-04-11	宝山	确诊	闭环	0
2022-04-11	宝山	确诊	社会面	3
2022-04-11	宝山	确诊	转诊	44
2022-04-11	宝山	无症状	闭环	968
2022-04-11	宝山	无症状	社会面	9
2022-04-11	闵行	确诊	闭环	12
2022-04-11	闵行	确诊	社会面	37
2022-04-11	闵行	确诊	转诊	19
2022-04-11	闵行	无症状	闭环	2911
2022-04-11	闵行	无症状	社会面	28
2022-04-11	嘉定	确诊	闭环	22
2022-04-11	嘉定	确诊	社会面	12
2022-04-11	嘉定	确诊	转诊	9
2022-04-11	嘉定	无症状	闭环	151
2022-04-11	嘉定	无症状	社会面	14
2022-04-11	金山	确诊	闭环	0
2022-04-11	金山	确诊	社会面	0
2022-04-11	金山	确诊	转诊	3
2022-04-11	金山	无症状	闭环	32
2022-04-11	金山	无症状	社会面	3
2022-04-11	松江	确诊	闭环	13
2022-04-11	松江	确诊	社会面	3
2022-04-11	松江	确诊	转诊	5
2022-04-11	松江	无症状	闭环	658
2022-04-11	松江	无症状	社会面	12
2022-04-11	青浦	确诊	闭环	0
2022-04-11	青浦	确诊	社会面	3
2022-04-11	青浦	确诊	转诊	4
2022-04-11	青浦	无症状	闭环	316
2022-04-11	青浦	无症状	社会面	8
2022-04-11	奉贤	确诊	闭环	0
2022-04-11	奉贤	确诊	社会面	0
2022-04-11	奉贤	确诊	转诊	4
2022-04-11	奉贤	无症状	闭环	64
2022-04-11	奉贤	无症状	社会面	0
2022-04-11	崇明	确诊	闭环	3
2022-04-11	崇明	确诊	社会面	0
2022-04-11	崇明	确诊	转诊	3
2022-04-11	崇明	无症状	闭环	50
2022-04-11	崇明	无症状	社会面	1
2022-04-12	浦东	确诊	闭环	86
2022-04-12	浦东	确诊	社会面	104
2022-04-12	浦东	确诊	转诊	2
2022-04-12	浦东	无症状	闭环	10539
2022-04-12	浦东	无症状	社会面	318
2022-04-12	黄浦	确诊	闭环	59
2022-04-12	黄浦	确诊	社会面	14
2022-04-12	黄浦	确诊	转诊	1
2022-04-12	黄浦	无症状	闭环	1673
2022-04-12	黄浦	无症状	社会面	57
2022-04-12	静安	确诊	闭环	27
2022-04-12	静安	确诊	社会面	46
2022-04-12	静安	确诊	转诊	2
2022-04-12	静安	无症状	闭环	913
2022-04-12	静安	无症状	社会面	68
2022-04-12	徐汇	确诊	闭环	41
2022-04-12	徐汇	确诊	社会面	14
2022-04-12	徐汇	确诊	转诊	1
2022-04-12	徐汇	无症状	闭环	1020
2022-04-12	徐汇	无症状	社会面	32
2022-04-12	长宁	确诊	闭环	68
2022-04-12	长宁	确诊	社会面	22
2022-04-12	长宁	确诊	转诊	0
2022-04-12	长宁	无症状	闭环	1036
2022-04-12	长宁	无症状	社会面	7
2022-04-12	普陀	确诊	闭环	30
2022-04-12	普陀	确诊	社会面	19
2022-04-12	普陀	确诊	转诊	1
2022-04-12	普陀	无症状	闭环	1057
2022-04-12	普陀	无症状	社会面	63
2022-04-12	虹口	确诊	闭环	71
2022-04-12	虹口	确诊	社会面	12
2022-04-12	虹口	确诊	转诊	0
2022-04-12	虹口	无症状	闭环	827
2022-04-12	虹口	无症状	社会面	21
2022-04-12	杨浦	确诊	闭环	52
2022-04-12	杨浦	确诊	社会面	8
2022-04-12	杨浦	确诊	转诊	0
2022-04-12	杨浦	无症状	闭环	1091
2022-04-12	杨浦	无症状	社会面	8
2022-04-12	宝山	确诊	闭环	2
2022-04-12	宝山	确诊	社会面	14
2022-04-12	宝山	确诊	转诊	0
2022-04-12	宝山	无症状	闭环	265
2022-04-12	宝山	无症状	社会面	14
2022-04-12	闵行	确诊	闭环	257
2022-04-12	闵行	确诊	社会面	20
2022-04-12	闵行	确诊	转诊	3
2022-04-12	闵行	无症状	闭环	3947
2022-04-12	闵行	无症状	社会面	18
2022-04-12	嘉定	确诊	闭环	30
2022-04-12	嘉定	确诊	社会面	1
2022-04-12	嘉定	确诊	转诊	11
2022-04-12	嘉定	无症状	闭环	932
2022-04-12	嘉定	无症状	社会面	12
2022-04-12	金山	确诊	闭环	2
2022-04-12	金山	确诊	社会面	1
2022-04-12	金山	确诊	转诊	0
2022-04-12	金山	无症状	闭环	34
2022-04-12	金山	无症状	社会面	2
2022-04-12	松江	确诊	闭环	73
2022-04-12	松江	确诊	社会面	3
2022-04-12	松江	确诊	转诊	1
2022-04-12	松江	无症状	闭环	629
2022-04-12	松江	无症状	社会面	6
2022-04-12	青浦	确诊	闭环	53
2022-04-12	青浦	确诊	社会面	7
2022-04-12	青浦	确诊	转诊	1
2022-04-12	青浦	无症状	闭环	456
2022-04-12	青浦	无症状	社会面	7
2022-04-12	奉贤	确诊	闭环	0
2022-04-12	奉贤	确诊	社会面	1
2022-04-12	奉贤	确诊	转诊	0
2022-04-12	奉贤	无症状	闭环	30
2022-04-12	奉贤	无症状	社会面	2
2022-04-12	崇明	确诊	闭环	16
2022-04-12	崇明	确诊	社会面	13
2022-04-12	崇明	确诊	转诊	0
2022-04-12	崇明	无症状	闭环	51
2022-04-12	崇明	无症状	社会面	6
2022-04-13	浦东	确诊	闭环	1024
2022-04-13	浦东	确诊	社会面	114
2022-04-13	浦东	确诊	转诊	1
2022-04-13	浦东	无症状	闭环	13448
2022-04-13	浦东	无症状	社会面	440
2022-04-13	黄浦	确诊	闭环	203
2022-04-13	黄浦	确诊	社会面	13
2022-04-13	黄浦	确诊	转诊	11
2022-04-13	黄浦	无症状	闭环	1147
2022-04-13	黄浦	无症状	社会面	34
2022-04-13	静安	确诊	闭环	36
2022-04-13	静安	确诊	社会面	13
2022-04-13	静安	确诊	转诊	0
2022-04-13	静安	无症状	闭环	160
2022-04-13	静安	无症状	社会面	11
2022-04-13	徐汇	确诊	闭环	124
2022-04-13	徐汇	确诊	社会面	18
2022-04-13	徐汇	确诊	转诊	1
2022-04-13	徐汇	无症状	闭环	1320
2022-04-13	徐汇	无症状	社会面	29
2022-04-13	长宁	确诊	闭环	94
2022-04-13	长宁	确诊	社会面	11
2022-04-13	长宁	确诊	转诊	0
2022-04-13	长宁	无症状	闭环	841
2022-04-13	长宁	无症状	社会面	11
2022-04-13	普陀	确诊	闭环	32
2022-04-13	普陀	确诊	社会面	11
2022-04-13	普陀	确诊	转诊	2
2022-04-13	普陀	无症状	闭环	401
2022-04-13	普陀	无症状	社会面	29
2022-04-13	虹口	确诊	闭环	104
2022-04-13	虹口	确诊	社会面	16
2022-04-13	虹口	确诊	转诊	1
2022-04-13	虹口	无症状	闭环	1366
2022-04-13	虹口	无症状	社会面	1
2022-04-13	杨浦	确诊	闭环	51
2022-04-13	杨浦	确诊	社会面	3
2022-04-13	杨浦	确诊	转诊	0
2022-04-13	杨浦	无症状	闭环	1130
2022-04-13	杨浦	无症状	社会面	1
2022-04-13	宝山	确诊	闭环	1
2022-04-13	宝山	确诊	社会面	11
2022-04-13	宝山	确诊	转诊	1
2022-04-13	宝山	无症状	闭环	632
2022-04-13	宝山	无症状	社会面	6
2022-04-13	闵行	确诊	闭环	295
2022-04-13	闵行	确诊	社会面	34
2022-04-13	闵行	确诊	转诊	43
2022-04-13	闵行	无症状	闭环	2554
2022-04-13	闵行	无症状	社会面	13
2022-04-13	嘉定	确诊	闭环	42
2022-04-13	嘉定	确诊	社会面	4
2022-04-13	嘉定	确诊	转诊	8
2022-04-13	嘉定	无症状	闭环	663
2022-04-13	嘉定	无症状	社会面	4
2022-04-13	金山	确诊	闭环	12
2022-04-13	金山	确诊	社会面	0
2022-04-13	金山	确诊	转诊	0
2022-04-13	金山	无症状	闭环	22
2022-04-13	金山	无症状	社会面	0
2022-04-13	松江	确诊	闭环	122
2022-04-13	松江	确诊	社会面	4
2022-04-13	松江	确诊	转诊	5
2022-04-13	松江	无症状	闭环	519
2022-04-13	松江	无症状	社会面	7
2022-04-13	青浦	确诊	闭环	53
2022-04-13	青浦	确诊	社会面	5
2022-04-13	青浦	确诊	转诊	41
2022-04-13	青浦	无症状	闭环	219
2022-04-13	青浦	无症状	社会面	1
2022-04-13	奉贤	确诊	闭环	1
2022-04-13	奉贤	确诊	社会面	1
2022-04-13	奉贤	确诊	转诊	0
2022-04-13	奉贤	无症状	闭环	79
2022-04-13	奉贤	无症状	社会面	2
2022-04-13	崇明	确诊	闭环	6
2022-04-13	崇明	确诊	社会面	1
2022-04-13	崇明	确诊	转诊	0
2022-04-13	崇明	无症状	闭环	47
2022-04-13	崇明	无症状	社会面	9
2022-04-14	浦东	确诊	闭环	1015
2022-04-14	浦东	确诊	社会面	159
2022-04-14	浦东	确诊	转诊	78
2022-04-14	浦东	无症状	闭环	10193
2022-04-14	浦东	无症状	社会面	211
2022-04-14	黄浦	确诊	闭环	258
2022-04-14	黄浦	确诊	社会面	6
2022-04-14	黄浦	确诊	转诊	4
2022-04-14	黄浦	无症状	闭环	1715
2022-04-14	黄浦	无症状	社会面	30
2022-04-14	静安	确诊	闭环	61
2022-04-14	静安	确诊	社会面	9
2022-04-14	静安	确诊	转诊	0
2022-04-14	静安	无症状	闭环	184
2022-04-14	静安	无症状	社会面	12
2022-04-14	徐汇	确诊	闭环	126
2022-04-14	徐汇	确诊	社会面	46
2022-04-14	徐汇	确诊	转诊	121
2022-04-14	徐汇	无症状	闭环	984
2022-04-14	徐汇	无症状	社会面	65
2022-04-14	长宁	确诊	闭环	135
2022-04-14	长宁	确诊	社会面	13
2022-04-14	长宁	确诊	转诊	0
2022-04-14	长宁	无症状	闭环	837
2022-04-14	长宁	无症状	社会面	13
2022-04-14	普陀	确诊	闭环	27
2022-04-14	普陀	确诊	社会面	18
2022-04-14	普陀	确诊	转诊	0
2022-04-14	普陀	无症状	闭环	208
2022-04-14	普陀	无症状	社会面	11
2022-04-14	虹口	确诊	闭环	134
2022-04-14	虹口	确诊	社会面	40
2022-04-14	虹口	确诊	转诊	0
2022-04-14	虹口	无症状	闭环	749
2022-04-14	虹口	无症状	社会面	7
2022-04-14	杨浦	确诊	闭环	46
2022-04-14	杨浦	确诊	社会面	1
2022-04-14	杨浦	确诊	转诊	1
2022-04-14	杨浦	无症状	闭环	767
2022-04-14	杨浦	无症状	社会面	2
2022-04-14	宝山	确诊	闭环	29
2022-04-14	宝山	确诊	社会面	19
2022-04-14	宝山	确诊	转诊	2
2022-04-14	宝山	无症状	闭环	366
2022-04-14	宝山	无症状	社会面	1
2022-04-14	闵行	确诊	闭环	259
2022-04-14	闵行	确诊	社会面	14
2022-04-14	闵行	确诊	转诊	1
2022-04-14	闵行	无症状	闭环	2095
2022-04-14	闵行	无症状	社会面	9
2022-04-14	嘉定	确诊	闭环	98
2022-04-14	嘉定	确诊	社会面	4
2022-04-14	嘉定	确诊	转诊	98
2022-04-14	嘉定	无症状	闭环	600
2022-04-14	嘉定	无症状	社会面	3
2022-04-14	金山	确诊	闭环	21
2022-04-14	金山	确诊	社会面	2
2022-04-14	金山	确诊	转诊	0
2022-04-14	金山	无症状	闭环	5
2022-04-14	金山	无症状	社会面	0
2022-04-14	松江	确诊	闭环	174
2022-04-14	松江	确诊	社会面	4
2022-04-14	松江	确诊	转诊	0
2022-04-14	松江	无症状	闭环	577
2022-04-14	松江	无症状	社会面	6
2022-04-14	青浦	确诊	闭环	122
2022-04-14	青浦	确诊	社会面	6
2022-04-14	青浦	确诊	转诊	0
2022-04-14	青浦	无症状	闭环	172
2022-04-14	青浦	无症状	社会面	4
2022-04-14	奉贤	确诊	闭环	17
2022-04-14	奉贤	确诊	社会面	2
2022-04-14	奉贤	确诊	转诊	1
2022-04-14	奉贤	无症状	闭环	13
2022-04-14	奉贤	无症状	社会面	2
2022-04-14	崇明	确诊	闭环	25
2022-04-14	崇明	确诊	社会面	3
2022-04-14	崇明	确诊	转诊	1
2022-04-14	崇明	无症状	闭环	29
2022-04-14	崇明	无症状	社会面	2
2022-04-15	浦东	确诊	闭环	924
2022-04-15	浦东	确诊	社会面	200
2022-04-15	浦东	确诊	转诊	18
2022-04-15	浦东	无症状	闭环	8811
2022-04-15	浦东	无症状	社会面	329
2022-04-15	黄浦	确诊	闭环	232
2022-04-15	黄浦	确诊	社会面	8
2022-04-15	黄浦	确诊	转诊	6
2022-04-15	黄浦	无症状	闭环	1120
2022-04-15	黄浦	无症状	社会面	18
2022-04-15	静安	确诊	闭环	82
2022-04-15	静安	确诊	社会面	9
2022-04-15	静安	确诊	转诊	1
2022-04-15	静安	无症状	闭环	322
2022-04-15	静安	无症状	社会面	19
2022-04-15	徐汇	确诊	闭环	91
2022-04-15	徐汇	确诊	社会面	17
2022-04-15	徐汇	确诊	转诊	169
2022-04-15	徐汇	无症状	闭环	1388
2022-04-15	徐汇	无症状	社会面	24
2022-04-15	长宁	确诊	闭环	55
2022-04-15	长宁	确诊	社会面	43
2022-04-15	长宁	确诊	转诊	135
2022-04-15	长宁	无症状	闭环	486
2022-04-15	长宁	无症状	社会面	33
2022-04-15	普陀	确诊	闭环	44
2022-04-15	普陀	确诊	社会面	21
2022-04-15	普陀	确诊	转诊	1
2022-04-15	普陀	无症状	闭环	341
2022-04-15	普陀	无症状	社会面	19
2022-04-15	虹口	确诊	闭环	101
2022-04-15	虹口	确诊	社会面	1
2022-04-15	虹口	确诊	转诊	185
2022-04-15	虹口	无症状	闭环	1207
2022-04-15	虹口	无症状	社会面	3
2022-04-15	杨浦	确诊	闭环	124
2022-04-15	杨浦	确诊	社会面	4
2022-04-15	杨浦	确诊	转诊	147
2022-04-15	杨浦	无症状	闭环	1134
2022-04-15	杨浦	无症状	社会面	2
2022-04-15	宝山	确诊	闭环	18
2022-04-15	宝山	确诊	社会面	3
2022-04-15	宝山	确诊	转诊	53
2022-04-15	宝山	无症状	闭环	1248
2022-04-15	宝山	无症状	社会面	1
2022-04-15	闵行	确诊	闭环	71
2022-04-15	闵行	确诊	社会面	32
2022-04-15	闵行	确诊	转诊	198
2022-04-15	闵行	无症状	闭环	1727
2022-04-15	闵行	无症状	社会面	9
2022-04-15	嘉定	确诊	闭环	163
2022-04-15	嘉定	确诊	社会面	4
2022-04-15	嘉定	确诊	转诊	6
2022-04-15	嘉定	无症状	闭环	558
2022-04-15	嘉定	无症状	社会面	10
2022-04-15	金山	确诊	闭环	21
2022-04-15	金山	确诊	社会面	0
2022-04-15	金山	确诊	转诊	0
2022-04-15	金山	无症状	闭环	10
2022-04-15	金山	无症状	社会面	0
2022-04-15	松江	确诊	闭环	195
2022-04-15	松江	确诊	社会面	3
2022-04-15	松江	确诊	转诊	0
2022-04-15	松江	无症状	闭环	567
2022-04-15	松江	无症状	社会面	8
2022-04-15	青浦	确诊	闭环	121
2022-04-15	青浦	确诊	社会面	9
2022-04-15	青浦	确诊	转诊	1
2022-04-15	青浦	无症状	闭环	394
2022-04-15	青浦	无症状	社会面	11
2022-04-15	奉贤	确诊	闭环	21
2022-04-15	奉贤	确诊	社会面	2
2022-04-15	奉贤	确诊	转诊	0
2022-04-15	奉贤	无症状	闭环	81
2022-04-15	奉贤	无症状	社会面	2
2022-04-15	崇明	确诊	闭环	48
2022-04-15	崇明	确诊	社会面	1
2022-04-15	崇明	确诊	转诊	2
2022-04-15	崇明	无症状	闭环	34
2022-04-15	崇明	无症状	社会面	7
2022-04-16	浦东	确诊	闭环	390
2022-04-16	浦东	确诊	社会面	136
2022-04-16	浦东	确诊	转诊	476
2022-04-16	浦东	无症状	闭环	9499
2022-04-16	浦东	无症状	社会面	290
2022-04-16	黄浦	确诊	闭环	169
2022-04-16	黄浦	确诊	社会面	13
2022-04-16	黄浦	确诊	转诊	6
2022-04-16	黄浦	无症状	闭环	1352
2022-04-16	黄浦	无症状	社会面	25
2022-04-16	静安	确诊	闭环	125
2022-04-16	静安	确诊	社会面	18
2022-04-16	静安	确诊	转诊	0
2022-04-16	静安	无症状	闭环	986
2022-04-16	静安	无症状	社会面	5
2022-04-16	徐汇	确诊	闭环	142
2022-04-16	徐汇	确诊	社会面	27
2022-04-16	徐汇	确诊	转诊	1
2022-04-16	徐汇	无症状	闭环	1342
2022-04-16	徐汇	无症状	社会面	20
2022-04-16	长宁	确诊	闭环	113
2022-04-16	长宁	确诊	社会面	11
2022-04-16	长宁	确诊	转诊	3
2022-04-16	长宁	无症状	闭环	566
2022-04-16	长宁	无症状	社会面	13
2022-04-16	普陀	确诊	闭环	123
2022-04-16	普陀	确诊	社会面	21
2022-04-16	普陀	确诊	转诊	1
2022-04-16	普陀	无症状	闭环	1163
2022-04-16	普陀	无症状	社会面	23
2022-04-16	虹口	确诊	闭环	121
2022-04-16	虹口	确诊	社会面	36
2022-04-16	虹口	确诊	转诊	0
2022-04-16	虹口	无症状	闭环	869
2022-04-16	虹口	无症状	社会面	1
2022-04-16	杨浦	确诊	闭环	78
2022-04-16	杨浦	确诊	社会面	5
2022-04-16	杨浦	确诊	转诊	1
2022-04-16	杨浦	无症状	闭环	775
2022-04-16	杨浦	无症状	社会面	1
2022-04-16	宝山	确诊	闭环	40
2022-04-16	宝山	确诊	社会面	7
2022-04-16	宝山	确诊	转诊	4
2022-04-16	宝山	无症状	闭环	1235
2022-04-16	宝山	无症状	社会面	7
2022-04-16	闵行	确诊	闭环	225
2022-04-16	闵行	确诊	社会面	16
2022-04-16	闵行	确诊	转诊	649
2022-04-16	闵行	无症状	闭环	2167
2022-04-16	闵行	无症状	社会面	3
2022-04-16	嘉定	确诊	闭环	73
2022-04-16	嘉定	确诊	社会面	8
2022-04-16	嘉定	确诊	转诊	22
2022-04-16	嘉定	无症状	闭环	577
2022-04-16	嘉定	无症状	社会面	5
2022-04-16	金山	确诊	闭环	4
2022-04-16	金山	确诊	社会面	0
2022-04-16	金山	确诊	转诊	5
2022-04-16	金山	无症状	闭环	12
2022-04-16	金山	无症状	社会面	0
2022-04-16	松江	确诊	闭环	83
2022-04-16	松江	确诊	社会面	3
2022-04-16	松江	确诊	转诊	1
2022-04-16	松江	无症状	闭环	322
2022-04-16	松江	无症状	社会面	1
2022-04-16	青浦	确诊	闭环	41
2022-04-16	青浦	确诊	社会面	3
2022-04-16	青浦	确诊	转诊	2
2022-04-16	青浦	无症状	闭环	256
2022-04-16	青浦	无症状	社会面	3
2022-04-16	奉贤	确诊	闭环	20
2022-04-16	奉贤	确诊	社会面	0
2022-04-16	奉贤	确诊	转诊	3
2022-04-16	奉贤	无症状	闭环	27
2022-04-16	奉贤	无症状	社会面	1
2022-04-16	崇明	确诊	闭环	7
2022-04-16	崇明	确诊	社会面	3
2022-04-16	崇明	确诊	转诊	3
2022-04-16	崇明	无症状	闭环	19
2022-04-16	崇明	无症状	社会面	17
2022-04-17	浦东	确诊	闭环	459
2022-04-17	浦东	确诊	社会面	40
2022-04-17	浦东	确诊	转诊	22
2022-04-17	浦东	无症状	闭环	7029
2022-04-17	浦东	无症状	社会面	190
2022-04-17	黄浦	确诊	闭环	165
2022-04-17	黄浦	确诊	社会面	15
2022-04-17	黄浦	确诊	转诊	6
2022-04-17	黄浦	无症状	闭环	1655
2022-04-17	黄浦	无症状	社会面	55
2022-04-17	静安	确诊	闭环	114
2022-04-17	静安	确诊	社会面	10
2022-04-17	静安	确诊	转诊	3
2022-04-17	静安	无症状	闭环	710
2022-04-17	静安	无症状	社会面	5
2022-04-17	徐汇	确诊	闭环	46
2022-04-17	徐汇	确诊	社会面	14
2022-04-17	徐汇	确诊	转诊	107
2022-04-17	徐汇	无症状	闭环	1346
2022-04-17	徐汇	无症状	社会面	40
2022-04-17	长宁	确诊	闭环	46
2022-04-17	长宁	确诊	社会面	16
2022-04-17	长宁	确诊	转诊	0
2022-04-17	长宁	无症状	闭环	658
2022-04-17	长宁	无症状	社会面	19
2022-04-17	普陀	确诊	闭环	69
2022-04-17	普陀	确诊	社会面	15
2022-04-17	普陀	确诊	转诊	246
2022-04-17	普陀	无症状	闭环	878
2022-04-17	普陀	无症状	社会面	17
2022-04-17	虹口	确诊	闭环	135
2022-04-17	虹口	确诊	社会面	22
2022-04-17	虹口	确诊	转诊	109
2022-04-17	虹口	无症状	闭环	900
2022-04-17	虹口	无症状	社会面	0
2022-04-17	杨浦	确诊	闭环	15
2022-04-17	杨浦	确诊	社会面	6
2022-04-17	杨浦	确诊	转诊	5
2022-04-17	杨浦	无症状	闭环	856
2022-04-17	杨浦	无症状	社会面	5
2022-04-17	宝山	确诊	闭环	70
2022-04-17	宝山	确诊	社会面	7
2022-04-17	宝山	确诊	转诊	8
2022-04-17	宝山	无症状	闭环	1361
2022-04-17	宝山	无症状	社会面	4
2022-04-17	闵行	确诊	闭环	65
2022-04-17	闵行	确诊	社会面	3
2022-04-17	闵行	确诊	转诊	38
2022-04-17	闵行	无症状	闭环	2275
2022-04-17	闵行	无症状	社会面	21
2022-04-17	嘉定	确诊	闭环	48
2022-04-17	嘉定	确诊	社会面	4
2022-04-17	嘉定	确诊	转诊	304
2022-04-17	嘉定	无症状	闭环	614
2022-04-17	嘉定	无症状	社会面	8
2022-04-17	金山	确诊	闭环	4
2022-04-17	金山	确诊	社会面	0
2022-04-17	金山	确诊	转诊	1
2022-04-17	金山	无症状	闭环	18
2022-04-17	金山	无症状	社会面	1
2022-04-17	松江	确诊	闭环	150
2022-04-17	松江	确诊	社会面	0
2022-04-17	松江	确诊	转诊	3
2022-04-17	松江	无症状	闭环	744
2022-04-17	松江	无症状	社会面	8
2022-04-17	青浦	确诊	闭环	14
2022-04-17	青浦	确诊	社会面	2
2022-04-17	青浦	确诊	转诊	1
2022-04-17	青浦	无症状	闭环	345
2022-04-17	青浦	无症状	社会面	7
2022-04-17	奉贤	确诊	闭环	1
2022-04-17	奉贤	确诊	社会面	0
2022-04-17	奉贤	确诊	转诊	0
2022-04-17	奉贤	无症状	闭环	14
2022-04-17	奉贤	无症状	社会面	5
2022-04-17	崇明	确诊	闭环	8
2022-04-17	崇明	确诊	社会面	1
2022-04-17	崇明	确诊	转诊	0
2022-04-17	崇明	无症状	闭环	22
2022-04-17	崇明	无症状	社会面	21
2022-04-18	浦东	确诊	闭环	633
2022-04-18	浦东	确诊	社会面	54
2022-04-18	浦东	确诊	转诊	388
2022-04-18	浦东	无症状	闭环	7582
2022-04-18	浦东	无症状	社会面	174
2022-04-18	黄浦	确诊	闭环	322
2022-04-18	黄浦	确诊	社会面	35
2022-04-18	黄浦	确诊	转诊	5
2022-04-18	黄浦	无症状	闭环	2878
2022-04-18	黄浦	无症状	社会面	83
2022-04-18	静安	确诊	闭环	179
2022-04-18	静安	确诊	社会面	21
2022-04-18	静安	确诊	转诊	3
2022-04-18	静安	无症状	闭环	803
2022-04-18	静安	无症状	社会面	4
2022-04-18	徐汇	确诊	闭环	35
2022-04-18	徐汇	确诊	社会面	16
2022-04-18	徐汇	确诊	转诊	17
2022-04-18	徐汇	无症状	闭环	483
2022-04-18	徐汇	无症状	社会面	21
2022-04-18	长宁	确诊	闭环	69
2022-04-18	长宁	确诊	社会面	15
2022-04-18	长宁	确诊	转诊	109
2022-04-18	长宁	无症状	闭环	480
2022-04-18	长宁	无症状	社会面	7
2022-04-18	普陀	确诊	闭环	13
2022-04-18	普陀	确诊	社会面	7
2022-04-18	普陀	确诊	转诊	1
2022-04-18	普陀	无症状	闭环	349
2022-04-18	普陀	无症状	社会面	1
2022-04-18	虹口	确诊	闭环	120
2022-04-18	虹口	确诊	社会面	30
2022-04-18	虹口	确诊	转诊	83
2022-04-18	虹口	无症状	闭环	853
2022-04-18	虹口	无症状	社会面	6
2022-04-18	杨浦	确诊	闭环	57
2022-04-18	杨浦	确诊	社会面	1
2022-04-18	杨浦	确诊	转诊	6
2022-04-18	杨浦	无症状	闭环	415
2022-04-18	杨浦	无症状	社会面	2
2022-04-18	宝山	确诊	闭环	94
2022-04-18	宝山	确诊	社会面	9
2022-04-18	宝山	确诊	转诊	100
2022-04-18	宝山	无症状	闭环	823
2022-04-18	宝山	无症状	社会面	4
2022-04-18	闵行	确诊	闭环	141
2022-04-18	闵行	确诊	社会面	6
2022-04-18	闵行	确诊	转诊	165
2022-04-18	闵行	无症状	闭环	1050
2022-04-18	闵行	无症状	社会面	10
2022-04-18	嘉定	确诊	闭环	62
2022-04-18	嘉定	确诊	社会面	6
2022-04-18	嘉定	确诊	转诊	4
2022-04-18	嘉定	无症状	闭环	513
2022-04-18	嘉定	无症状	社会面	3
2022-04-18	金山	确诊	闭环	3
2022-04-18	金山	确诊	社会面	0
2022-04-18	金山	确诊	转诊	0
2022-04-18	金山	无症状	闭环	4
2022-04-18	金山	无症状	社会面	0
2022-04-18	松江	确诊	闭环	123
2022-04-18	松江	确诊	社会面	1
2022-04-18	松江	确诊	转诊	67
2022-04-18	松江	无症状	闭环	570
2022-04-18	松江	无症状	社会面	1
2022-04-18	青浦	确诊	闭环	42
2022-04-18	青浦	确诊	社会面	12
2022-04-18	青浦	确诊	转诊	23
2022-04-18	青浦	无症状	闭环	165
2022-04-18	青浦	无症状	社会面	15
2022-04-18	奉贤	确诊	闭环	1
2022-04-18	奉贤	确诊	社会面	0
2022-04-18	奉贤	确诊	转诊	1
2022-04-18	奉贤	无症状	闭环	12
2022-04-18	奉贤	无症状	社会面	0
2022-04-18	崇明	确诊	闭环	0
2022-04-18	崇明	确诊	社会面	3
2022-04-18	崇明	确诊	转诊	2
2022-04-18	崇明	无症状	闭环	18
2022-04-18	崇明	无症状	社会面	3
2022-04-19	浦东	确诊	闭环	464
2022-04-19	浦东	确诊	社会面	61
2022-04-19	浦东	确诊	转诊	195
2022-04-19	浦东	无症状	闭环	4841
2022-04-19	浦东	无症状	社会面	85
2022-04-19	黄浦	确诊	闭环	257
2022-04-19	黄浦	确诊	社会面	15
2022-04-19	黄浦	确诊	转诊	96
2022-04-19	黄浦	无症状	闭环	2693
2022-04-19	黄浦	无症状	社会面	23
2022-04-19	静安	确诊	闭环	182
2022-04-19	静安	确诊	社会面	13
2022-04-19	静安	确诊	转诊	10
2022-04-19	静安	无症状	闭环	1502
2022-04-19	静安	无症状	社会面	26
2022-04-19	徐汇	确诊	闭环	107
2022-04-19	徐汇	确诊	社会面	34
2022-04-19	徐汇	确诊	转诊	3
2022-04-19	徐汇	无症状	闭环	1403
2022-04-19	徐汇	无症状	社会面	61
2022-04-19	长宁	确诊	闭环	36
2022-04-19	长宁	确诊	社会面	4
2022-04-19	长宁	确诊	转诊	13
2022-04-19	长宁	无症状	闭环	563
2022-04-19	长宁	无症状	社会面	2
2022-04-19	普陀	确诊	闭环	77
2022-04-19	普陀	确诊	社会面	7
2022-04-19	普陀	确诊	转诊	16
2022-04-19	普陀	无症状	闭环	423
2022-04-19	普陀	无症状	社会面	5
2022-04-19	虹口	确诊	闭环	122
2022-04-19	虹口	确诊	社会面	12
2022-04-19	虹口	确诊	转诊	14
2022-04-19	虹口	无症状	闭环	601
2022-04-19	虹口	无症状	社会面	4
2022-04-19	杨浦	确诊	闭环	26
2022-04-19	杨浦	确诊	社会面	2
2022-04-19	杨浦	确诊	转诊	36
2022-04-19	杨浦	无症状	闭环	701
2022-04-19	杨浦	无症状	社会面	1
2022-04-19	宝山	确诊	闭环	35
2022-04-19	宝山	确诊	社会面	4
2022-04-19	宝山	确诊	转诊	2
2022-04-19	宝山	无症状	闭环	916
2022-04-19	宝山	无症状	社会面	0
2022-04-19	闵行	确诊	闭环	270
2022-04-19	闵行	确诊	社会面	8
2022-04-19	闵行	确诊	转诊	111
2022-04-19	闵行	无症状	闭环	1212
2022-04-19	闵行	无症状	社会面	1
2022-04-19	嘉定	确诊	闭环	80
2022-04-19	嘉定	确诊	社会面	0
2022-04-19	嘉定	确诊	转诊	24
2022-04-19	嘉定	无症状	闭环	629
2022-04-19	嘉定	无症状	社会面	10
